account_id,account_name,plan_tier,user_segment,device_platform,acquisition_channel,recipe_saves,account_age_days,contract_value_aud,churned_90d,upgraded_90d
acc_000335,Lee-Lee Kitchen,premium,family_planning,android,social_media,14,94,74.87,False,False
acc_000336,Carter-Nelson Kitchen,family,foodie,android,app_store_search,10,550,139.58,False,False
acc_000337,The Martins,premium,health_fitness,ios,influencer,33,165,71.17,False,False
acc_000338,Walker Family,premium,health_fitness,ios,social_media,157,588,85.49,True,False
acc_000339,Adams & Wilson,premium,family_planning,ios,social_media,78,38,68.63,False,False
acc_000340,The Martins,free,budget_cooking,ios,influencer,158,262,0.0,False,False
acc_000341,Young Household,premium,health_fitness,ios,influencer,123,575,69.12,False,False
acc_000342,Jackson & Brown,free,budget_cooking,android,app_store_search,2,684,0.0,False,False
acc_000343,Clark-Johnson Kitchen,family,foodie,ios,referral,80,115,132.44,False,False
acc_000344,Taylor Household,free,foodie,android,app_store_search,90,714,0.0,False,False
acc_000345,Harris Family,family,dietary_specific,ios,referral,168,416,137.42,False,False
acc_000346,The Youngs,family,dietary_specific,ios,social_media,167,225,126.03,False,False
acc_000347,Nelson & Anderson,premium,foodie,ios,app_store_search,30,559,72.12,False,True
acc_000348,Clark Family,free,health_fitness,ios,app_store_search,157,640,0.0,False,False
acc_000349,The Taylors,free,budget_cooking,ios,social_media,99,202,0.0,False,True
acc_000350,Wright Family,premium,health_fitness,web,paid_social,125,645,81.56,False,False
acc_000351,Carter Family,premium,budget_cooking,android,social_media,133,53,80.22,False,False
acc_000352,Baker Family,premium,foodie,ios,app_store_search,77,421,89.35,True,False
acc_000353,The Walkers,free,foodie,ios,social_media,139,726,0.0,False,False
acc_000354,The Carters,family,health_fitness,ios,social_media,31,181,127.78,False,False
acc_000355,Rodriguez & Nelson,free,family_planning,android,organic_search,168,593,0.0,True,False
acc_000356,Davis Family,premium,health_fitness,ios,app_store_search,64,651,73.63,False,False
acc_000357,Johnson-Scott Kitchen,premium,health_fitness,android,app_store_search,71,574,86.07,False,False
acc_000358,Nelson & Lee,premium,family_planning,web,app_store_search,45,440,71.91,False,False
acc_000359,The Thomass,family,health_fitness,ios,referral,17,402,139.98,True,False
acc_000360,Hall-Thomas Kitchen,premium,foodie,ios,influencer,135,658,85.73,False,False
acc_000361,Miller Family,premium,foodie,web,social_media,133,522,80.62,False,False
acc_000362,Wilson & Williams,premium,health_fitness,android,influencer,105,438,73.19,False,False
acc_000363,Robinson Household,premium,family_planning,ios,influencer,101,363,76.91,True,False
acc_000364,Robinson Household,premium,foodie,android,organic_search,85,563,71.04,False,False
acc_000365,Hall-Scott Kitchen,free,budget_cooking,android,organic_search,16,376,0.0,True,False
acc_000366,Scott-Anderson Kitchen,premium,health_fitness,ios,influencer,180,329,82.95,False,False
acc_000367,Green & Anderson,free,health_fitness,android,influencer,113,108,0.0,False,False
acc_000368,Jones Household,free,dietary_specific,android,paid_social,33,706,0.0,False,False
acc_000369,Thomas & Miller,premium,foodie,ios,referral,26,61,88.48,False,False
acc_000370,Taylor & Nelson,premium,budget_cooking,android,app_store_search,70,175,78.8,False,False
acc_000371,White-Clark Kitchen,premium,health_fitness,ios,organic_search,113,567,78.7,False,False
acc_000372,Jones Family,premium,budget_cooking,ios,referral,50,354,76.05,False,False
acc_000373,Adams & Thomas,free,family_planning,android,influencer,59,495,0.0,True,False
acc_000374,Brown Household,premium,health_fitness,ios,referral,43,486,70.8,False,False
acc_000375,King & Martin,premium,foodie,ios,referral,62,649,83.65,False,False
acc_000376,Harris-Walker Kitchen,premium,health_fitness,android,app_store_search,124,601,74.34,False,False
acc_000377,Garcia Family,premium,family_planning,ios,social_media,55,106,83.93,False,False
acc_000378,Carter-Walker Kitchen,premium,family_planning,ios,organic_search,145,320,76.87,False,False
acc_000379,Johnson-Martin Kitchen,family,family_planning,ios,app_store_search,140,392,134.39,False,False
acc_000380,The Garcias,premium,family_planning,ios,referral,54,572,91.91,True,False
acc_000381,Harris-Martin Kitchen,free,health_fitness,ios,influencer,168,512,0.0,False,False
acc_000382,Moore-Harris Kitchen,family,foodie,ios,referral,98,474,124.37,False,False
acc_000383,Lee-Taylor Kitchen,premium,health_fitness,ios,referral,28,391,85.45,False,False
acc_000384,King-Thompson Kitchen,free,dietary_specific,ios,referral,171,693,0.0,True,False
acc_000385,Lewis-Walker Kitchen,family,foodie,ios,referral,74,315,131.18,False,False
acc_000386,Jones & Taylor,free,dietary_specific,android,social_media,124,307,0.0,False,False
acc_000387,Green Household,free,health_fitness,ios,social_media,168,168,0.0,False,False
acc_000388,Lewis Household,family,foodie,android,organic_search,98,436,129.36,False,False
acc_000389,Green Family,free,family_planning,ios,referral,59,559,0.0,False,False
acc_000390,Taylor-Brown Kitchen,premium,family_planning,ios,paid_social,136,113,86.5,False,False
acc_000391,Williams-Harris Kitchen,premium,budget_cooking,android,influencer,49,616,79.73,True,False
acc_000392,Lewis Household,free,family_planning,ios,app_store_search,8,211,0.0,False,False
acc_000393,Anderson Household,free,foodie,ios,influencer,144,677,0.0,True,False
acc_000394,The Taylors,premium,dietary_specific,ios,referral,82,697,82.47,False,False
acc_000395,Rodriguez Household,premium,foodie,web,social_media,165,196,75.11,False,False
acc_000396,White Family,free,budget_cooking,android,app_store_search,38,523,0.0,True,False
acc_000397,Carter & Thomas,premium,family_planning,android,organic_search,138,85,86.26,False,False
acc_000398,White Family,premium,foodie,web,app_store_search,87,561,80.87,False,False
acc_000399,Williams & Young,family,foodie,ios,app_store_search,112,661,123.22,True,False
acc_000400,Young-Adams Kitchen,premium,dietary_specific,android,paid_social,9,30,82.42,False,False
acc_000401,The Clarks,free,foodie,web,app_store_search,125,158,0.0,False,True
acc_000402,Williams & Davis,premium,dietary_specific,android,app_store_search,43,639,76.85,False,False
acc_000403,Williams Family,premium,dietary_specific,android,referral,147,714,78.92,True,False
acc_000404,Williams Household,free,family_planning,ios,app_store_search,10,609,0.0,False,False
acc_000405,Clark Family,premium,foodie,ios,influencer,177,501,80.28,False,False
acc_000406,Carter Family,premium,health_fitness,android,referral,1,442,69.76,False,False
acc_000407,Jackson & Davis,premium,foodie,ios,app_store_search,175,166,82.05,False,False
acc_000408,Baker-Rodriguez Kitchen,free,budget_cooking,android,app_store_search,137,67,0.0,False,False
acc_000409,Thompson Family,premium,family_planning,android,organic_search,28,249,65.89,False,False
acc_000410,Williams Family,free,dietary_specific,ios,referral,117,153,0.0,True,False
acc_000411,Brown Family,premium,health_fitness,ios,organic_search,40,632,93.51,False,False
acc_000412,Garcia Household,family,health_fitness,ios,referral,109,28,137.28,False,False
acc_000413,Williams Family,premium,health_fitness,web,influencer,8,530,86.67,False,False
acc_000414,Martin Family,family,health_fitness,ios,social_media,4,106,129.96,False,False
acc_000415,Harris-Taylor Kitchen,free,dietary_specific,android,influencer,160,15,0.0,False,True
acc_000416,Johnson-Jackson Kitchen,premium,budget_cooking,android,app_store_search,14,357,81.71,False,False
acc_000417,Lee & Lee,premium,foodie,android,app_store_search,61,356,68.33,False,False
acc_000418,Young-Anderson Kitchen,free,family_planning,android,app_store_search,95,78,0.0,False,False
acc_000419,Anderson Household,free,budget_cooking,android,paid_social,48,81,0.0,True,False
acc_000420,Harris Household,free,health_fitness,ios,app_store_search,133,223,0.0,False,False
acc_000421,Moore-Robinson Kitchen,free,health_fitness,android,app_store_search,165,546,0.0,False,False
acc_000422,Taylor-Nelson Kitchen,premium,family_planning,ios,app_store_search,43,327,84.15,False,False
acc_000423,Jackson Household,family,budget_cooking,ios,paid_social,170,723,144.94,False,False
acc_000424,Thomas-Smith Kitchen,premium,dietary_specific,ios,referral,136,180,84.64,False,False
acc_000425,Thompson-Johnson Kitchen,family,family_planning,android,referral,146,310,114.31,False,False
acc_000426,Miller Family,free,health_fitness,android,app_store_search,23,379,0.0,False,False
acc_000427,Harris Household,premium,dietary_specific,web,referral,81,516,71.11,True,False
acc_000428,Anderson Family,free,family_planning,web,organic_search,55,103,0.0,False,False
acc_000429,White & Smith,premium,family_planning,android,social_media,53,161,78.99,False,False
acc_000430,Anderson Family,premium,foodie,android,influencer,51,154,79.31,False,False
acc_000431,Wilson & Jones,free,budget_cooking,ios,referral,162,669,0.0,False,False
acc_000432,Rodriguez & Smith,premium,dietary_specific,android,referral,144,506,82.8,False,False
acc_000433,Jackson-Anderson Kitchen,free,health_fitness,ios,organic_search,91,152,0.0,False,False
acc_000434,Robinson Household,premium,health_fitness,ios,social_media,153,110,70.57,False,False
acc_000435,Scott-King Kitchen,premium,family_planning,ios,app_store_search,95,302,78.0,True,False
acc_000436,Thompson & Anderson,premium,budget_cooking,ios,social_media,179,578,80.68,False,False
acc_000437,The Daviss,free,family_planning,web,social_media,44,364,0.0,False,False
acc_000438,Jones Household,family,family_planning,android,app_store_search,123,33,127.55,True,False
acc_000439,Garcia & Lee,free,health_fitness,ios,app_store_search,52,630,0.0,False,True
acc_000440,Nelson-Miller Kitchen,family,family_planning,ios,social_media,61,641,119.23,False,False
acc_000441,Harris Family,free,budget_cooking,web,paid_social,93,500,0.0,False,False
acc_000442,Thomas & Jones,free,dietary_specific,ios,app_store_search,126,153,0.0,False,True
acc_000443,Adams Household,premium,budget_cooking,android,organic_search,141,245,86.03,False,False
acc_000444,The Carters,family,foodie,ios,referral,173,688,135.46,False,False
acc_000445,Harris-Thompson Kitchen,free,foodie,web,app_store_search,127,448,0.0,False,False
acc_000446,Scott Household,family,dietary_specific,ios,app_store_search,27,479,141.24,False,False
acc_000447,Robinson & Moore,family,family_planning,android,app_store_search,159,650,131.24,False,False
acc_000448,Miller & Robinson,premium,budget_cooking,ios,app_store_search,110,46,78.22,True,False
acc_000449,Allen Household,family,health_fitness,ios,referral,124,412,122.34,False,False
acc_000450,Smith & Baker,premium,foodie,web,social_media,72,375,73.28,True,False
acc_000451,Jones-Garcia Kitchen,premium,family_planning,web,referral,169,71,74.63,False,False
acc_000452,Allen Household,free,family_planning,android,social_media,68,445,0.0,False,False
acc_000453,King-Scott Kitchen,premium,health_fitness,android,referral,170,528,85.66,False,False
acc_000454,The Wrights,free,family_planning,ios,social_media,159,245,0.0,True,False
acc_000455,Young-Robinson Kitchen,free,health_fitness,android,social_media,110,321,0.0,False,False
acc_000456,Hall Family,free,health_fitness,android,organic_search,127,604,0.0,False,False
acc_000457,Baker Family,family,budget_cooking,ios,app_store_search,37,487,118.25,False,False
acc_000458,Anderson Family,free,family_planning,ios,influencer,103,255,0.0,True,False
acc_000459,King Household,premium,dietary_specific,ios,app_store_search,66,43,76.84,True,False
acc_000460,Rodriguez-Adams Kitchen,free,family_planning,ios,paid_social,171,386,0.0,True,False
acc_000461,Lee Family,premium,foodie,android,social_media,23,522,73.98,False,False
acc_000462,Brown Family,free,health_fitness,ios,app_store_search,65,432,0.0,True,False
acc_000463,The Robinsons,premium,dietary_specific,android,paid_social,121,385,82.4,False,False
acc_000464,The Adamss,free,family_planning,android,influencer,31,715,0.0,False,False
acc_000465,Adams Family,free,dietary_specific,ios,referral,164,338,0.0,False,False
acc_000466,Martin Household,family,family_planning,ios,organic_search,41,116,137.61,False,False
acc_000467,The Lees,premium,health_fitness,ios,social_media,102,17,78.43,False,False
acc_000468,Miller-Green Kitchen,premium,budget_cooking,android,referral,34,503,68.87,False,False
acc_000469,Martin Household,free,dietary_specific,web,social_media,58,655,0.0,True,False
acc_000470,Nelson & Wright,family,health_fitness,android,app_store_search,111,552,130.74,False,False
acc_000471,Harris & Garcia,free,foodie,ios,organic_search,55,628,0.0,False,False
acc_000472,Davis Family,family,health_fitness,ios,app_store_search,175,610,132.74,False,False
acc_000473,Wright-Smith Kitchen,premium,family_planning,ios,app_store_search,60,354,73.52,False,False
acc_000474,The Thomass,premium,family_planning,ios,referral,10,586,79.61,False,False
acc_000475,Anderson & Baker,free,family_planning,web,referral,92,301,0.0,False,False
acc_000476,Clark Family,premium,foodie,web,social_media,162,687,85.29,True,False
acc_000477,The Greens,free,family_planning,android,referral,28,518,0.0,True,False
acc_000478,Moore & Brown,premium,budget_cooking,android,social_media,149,231,75.6,False,False
acc_000479,Nelson Household,free,budget_cooking,android,referral,27,618,0.0,False,False
acc_000480,Johnson-Williams Kitchen,free,health_fitness,android,referral,33,596,0.0,False,False
acc_000481,Garcia Family,premium,family_planning,ios,paid_social,22,422,84.57,False,False
acc_000482,Hall Family,premium,dietary_specific,web,social_media,170,381,87.22,False,False
acc_000483,Lewis & Young,premium,foodie,ios,referral,131,55,90.51,False,False
acc_000484,Johnson Family,premium,health_fitness,android,referral,175,144,79.14,True,False
acc_000485,Scott Family,premium,family_planning,android,organic_search,65,377,81.16,False,False
acc_000486,Lee Household,family,family_planning,android,referral,115,700,127.05,False,False
acc_000487,Wright Family,premium,health_fitness,ios,app_store_search,122,685,70.32,False,False
acc_000488,The Halls,premium,health_fitness,ios,app_store_search,178,30,89.78,False,False
acc_000489,Wilson Family,free,budget_cooking,ios,referral,42,133,0.0,True,False
acc_000490,Moore-Moore Kitchen,free,health_fitness,android,influencer,126,439,0.0,False,False
acc_000491,Thompson & Moore,premium,dietary_specific,web,organic_search,15,251,82.31,False,False
acc_000492,Rodriguez & Thompson,premium,family_planning,ios,influencer,88,494,74.42,False,False
acc_000493,The Robinsons,premium,family_planning,ios,paid_social,92,682,71.9,True,False
acc_000494,Miller-Green Kitchen,free,foodie,android,paid_social,77,519,0.0,False,False
acc_000495,Johnson & Green,free,health_fitness,ios,social_media,143,137,0.0,False,False
acc_000496,King Household,family,dietary_specific,android,social_media,180,120,112.88,False,False
acc_000497,The Lewiss,premium,health_fitness,ios,social_media,92,224,82.98,False,False
acc_000498,The Harriss,free,health_fitness,web,influencer,62,20,0.0,True,False
acc_000499,Robinson Family,free,budget_cooking,ios,app_store_search,105,453,0.0,False,False
acc_000500,Lewis Household,free,health_fitness,android,paid_social,86,100,0.0,False,False
acc_000501,Smith-Taylor Kitchen,family,dietary_specific,android,organic_search,107,316,129.29,False,False
acc_000502,Miller Household,premium,health_fitness,ios,social_media,159,571,81.39,False,False
acc_000503,Smith-King Kitchen,premium,family_planning,android,organic_search,138,546,80.17,False,False
acc_000504,Jones Household,free,budget_cooking,ios,referral,28,531,0.0,True,False
acc_000505,Taylor-King Kitchen,premium,foodie,ios,referral,148,255,73.77,False,False
acc_000506,The Williamss,premium,budget_cooking,ios,app_store_search,132,349,82.42,False,False
acc_000507,Adams Family,premium,family_planning,ios,social_media,143,616,88.19,False,False
acc_000508,Allen Household,premium,health_fitness,ios,influencer,180,146,72.74,True,False
acc_000509,Jones Household,premium,family_planning,ios,social_media,133,55,79.65,False,False
acc_000510,Baker Family,family,family_planning,ios,app_store_search,0,514,124.7,False,False
acc_000511,Hall Family,premium,budget_cooking,ios,app_store_search,117,665,89.08,True,False
acc_000512,Lewis Household,free,health_fitness,android,referral,165,298,0.0,False,False
acc_000513,Adams Household,free,foodie,android,app_store_search,133,597,0.0,False,False
acc_000514,Thomas Household,free,health_fitness,android,organic_search,113,607,0.0,False,False
acc_000515,Garcia & Hall,family,family_planning,ios,app_store_search,138,115,127.49,False,False
acc_000516,Johnson-Wilson Kitchen,free,budget_cooking,ios,app_store_search,105,159,0.0,False,False
acc_000517,Baker-Taylor Kitchen,premium,foodie,android,referral,68,131,84.43,False,False
acc_000518,Carter-King Kitchen,premium,health_fitness,android,influencer,145,325,76.43,False,False
acc_000519,Scott & White,family,dietary_specific,android,app_store_search,158,489,130.05,False,False
acc_000520,Taylor-Martin Kitchen,premium,health_fitness,android,app_store_search,136,179,82.18,True,False
acc_000521,The Nelsons,premium,budget_cooking,android,paid_social,66,664,90.2,True,False
acc_000522,Lewis Household,premium,health_fitness,ios,organic_search,44,702,68.63,False,False
acc_000523,The Adamss,family,budget_cooking,ios,app_store_search,153,399,119.24,True,False
acc_000524,Johnson-Moore Kitchen,premium,budget_cooking,android,influencer,23,210,75.37,False,False
acc_000525,Miller Household,free,health_fitness,android,referral,145,298,0.0,False,False
acc_000526,Hall Family,free,dietary_specific,android,organic_search,49,294,0.0,False,False
acc_000527,Johnson Household,free,family_planning,android,social_media,110,344,0.0,False,False
acc_000528,Carter Household,free,family_planning,ios,app_store_search,85,213,0.0,True,False
acc_000529,Wilson & Thompson,family,health_fitness,ios,app_store_search,24,654,131.87,False,False
acc_000530,Johnson Household,premium,budget_cooking,ios,app_store_search,153,88,73.47,True,False
acc_000531,Hall-Harris Kitchen,premium,health_fitness,android,app_store_search,160,639,80.78,False,False
acc_000532,Miller-Brown Kitchen,premium,foodie,ios,referral,158,452,75.31,False,False
acc_000533,Johnson-Jones Kitchen,premium,foodie,android,organic_search,163,143,81.13,False,False
acc_000534,Robinson-Williams Kitchen,premium,dietary_specific,android,referral,37,568,85.59,True,False
acc_000535,Walker-Thomas Kitchen,premium,foodie,ios,referral,163,219,88.71,False,False
acc_000536,Thompson Family,premium,family_planning,ios,referral,116,121,80.39,False,False
acc_000537,Anderson-Miller Kitchen,premium,dietary_specific,ios,influencer,102,224,82.07,True,False
acc_000538,Miller Household,family,family_planning,web,app_store_search,44,304,142.06,False,False
acc_000539,Carter Family,free,budget_cooking,ios,influencer,86,127,0.0,False,False
acc_000540,Lee-Walker Kitchen,family,health_fitness,ios,paid_social,49,208,119.64,False,False
acc_000541,Williams-Thompson Kitchen,free,health_fitness,ios,social_media,32,300,0.0,False,False
acc_000542,Moore Family,free,foodie,android,social_media,95,535,0.0,False,False
acc_000543,The Whites,premium,budget_cooking,android,app_store_search,115,221,65.22,True,False
acc_000544,Taylor Family,premium,family_planning,ios,app_store_search,119,56,74.46,False,False
acc_000545,Jones-Jackson Kitchen,free,foodie,ios,app_store_search,131,527,0.0,True,False
acc_000546,Taylor & Lee,free,health_fitness,ios,referral,70,713,0.0,False,False
acc_000547,The Rodriguezs,premium,budget_cooking,ios,referral,167,607,83.33,False,False
acc_000548,Martin & Allen,premium,budget_cooking,android,influencer,87,486,78.45,True,False
acc_000549,Harris-King Kitchen,free,dietary_specific,ios,influencer,168,525,0.0,False,False
acc_000550,White Family,free,foodie,android,app_store_search,39,156,0.0,False,False
acc_000551,Johnson Family,free,family_planning,ios,referral,163,476,0.0,True,False
acc_000552,Baker Household,free,health_fitness,web,referral,59,224,0.0,True,False
acc_000553,Garcia & Walker,free,family_planning,android,referral,33,225,0.0,False,False
acc_000554,Moore Household,premium,foodie,android,app_store_search,36,21,76.76,False,False
acc_000555,The Thompsons,premium,family_planning,android,referral,100,318,84.71,False,False
acc_000556,Baker-Harris Kitchen,premium,health_fitness,android,app_store_search,70,175,77.74,False,False
acc_000557,Lee Family,free,family_planning,android,social_media,104,347,0.0,False,False
acc_000558,Martin & Thompson,family,family_planning,ios,app_store_search,83,153,123.88,False,False
acc_000559,Jackson Household,premium,health_fitness,ios,app_store_search,31,315,78.21,True,False
acc_000560,The Smiths,family,foodie,ios,app_store_search,133,664,129.17,False,False
acc_000561,The Kings,family,family_planning,ios,app_store_search,7,445,132.65,True,False
acc_000562,Brown Household,premium,health_fitness,ios,organic_search,143,344,75.41,False,False
acc_000563,Walker Household,premium,family_planning,ios,referral,168,81,81.15,False,False
acc_000564,Thomas & Lewis,premium,budget_cooking,web,social_media,24,271,90.6,False,False
acc_000565,Hall & Baker,family,foodie,ios,app_store_search,114,613,135.07,False,False
acc_000566,Wilson Family,free,family_planning,ios,app_store_search,95,154,0.0,False,False
acc_000567,Thomas Household,premium,family_planning,ios,social_media,133,54,69.22,True,False
acc_000568,The Nelsons,family,foodie,ios,influencer,155,241,139.01,True,False
acc_000569,Hall-Anderson Kitchen,family,health_fitness,ios,social_media,60,223,130.85,False,False
acc_000570,Wright Household,premium,foodie,ios,influencer,92,95,82.98,False,False
acc_000571,Allen & Thompson,premium,family_planning,ios,organic_search,152,321,86.11,False,False
acc_000572,White-Anderson Kitchen,free,family_planning,ios,app_store_search,128,27,0.0,True,False
acc_000573,Rodriguez Family,free,dietary_specific,web,app_store_search,41,593,0.0,False,False
acc_000574,Lewis Family,premium,family_planning,ios,referral,63,448,70.87,False,False
acc_000575,The Bakers,family,health_fitness,ios,social_media,41,692,117.69,False,False
acc_000576,Brown & Lewis,family,health_fitness,ios,influencer,136,526,136.73,False,False
acc_000577,Harris Family,premium,family_planning,ios,influencer,78,729,80.15,False,False
acc_000578,Lee Family,free,family_planning,android,app_store_search,128,200,0.0,True,False
acc_000579,Lee & Smith,premium,dietary_specific,ios,social_media,75,95,80.76,True,False
acc_000580,Thompson Family,premium,health_fitness,android,paid_social,54,113,81.15,False,False
acc_000581,Thomas Family,free,budget_cooking,ios,referral,92,259,0.0,True,False
acc_000582,Clark-Green Kitchen,family,family_planning,android,paid_social,154,40,126.45,False,False
acc_000583,Thompson Household,premium,health_fitness,web,paid_social,4,343,77.82,False,False
acc_000584,Walker-Scott Kitchen,free,dietary_specific,web,referral,179,688,0.0,True,False
acc_000585,Wilson Household,free,foodie,ios,organic_search,119,575,0.0,False,False
acc_000586,Jones Family,free,dietary_specific,ios,paid_social,98,348,0.0,False,False
acc_000587,White-Lewis Kitchen,free,budget_cooking,android,paid_social,16,629,0.0,False,False
acc_000588,Jones Family,family,family_planning,ios,app_store_search,22,311,127.52,False,False
acc_000589,Davis-White Kitchen,premium,health_fitness,ios,social_media,108,411,68.71,False,False
acc_000590,Johnson-Thomas Kitchen,family,family_planning,android,app_store_search,127,238,141.34,False,False
acc_000591,The Wrights,family,health_fitness,web,influencer,161,503,123.46,False,False
acc_000592,Harris & Thompson,premium,health_fitness,android,app_store_search,100,513,77.83,True,False
acc_000593,Johnson & Adams,premium,family_planning,ios,app_store_search,49,727,83.54,False,False
acc_000594,The Browns,premium,health_fitness,ios,influencer,37,312,89.56,False,False
acc_000595,Martin Family,free,dietary_specific,android,app_store_search,24,71,0.0,False,False
acc_000596,Robinson Family,free,health_fitness,ios,referral,44,624,0.0,False,False
acc_000597,Taylor-Lee Kitchen,free,foodie,ios,app_store_search,31,98,0.0,False,False
acc_000598,Miller Household,free,foodie,android,referral,32,599,0.0,False,False
acc_000599,Robinson-Jones Kitchen,premium,budget_cooking,android,social_media,132,79,70.76,False,False
acc_000600,Jones-Anderson Kitchen,premium,health_fitness,ios,referral,32,54,82.82,False,False
acc_000601,Baker-Carter Kitchen,free,dietary_specific,android,app_store_search,132,61,0.0,True,False
acc_000602,Jackson-Jones Kitchen,premium,health_fitness,ios,organic_search,9,256,76.08,False,False
acc_000603,The Lewiss,premium,foodie,ios,social_media,102,181,82.93,False,False
acc_000604,Taylor-Young Kitchen,premium,foodie,android,social_media,107,181,85.13,False,False
acc_000605,The Browns,premium,family_planning,ios,organic_search,37,293,86.69,True,False
acc_000606,The Thomass,premium,dietary_specific,android,organic_search,135,111,81.77,False,False
acc_000607,Garcia Family,free,budget_cooking,web,social_media,103,622,0.0,True,False
acc_000608,Anderson-Nelson Kitchen,premium,family_planning,web,social_media,63,393,81.96,False,False
acc_000609,Garcia & Williams,family,dietary_specific,android,referral,78,103,131.52,False,False
acc_000610,Clark-Harris Kitchen,premium,foodie,android,paid_social,173,448,81.06,False,False
acc_000611,The Halls,free,budget_cooking,ios,referral,88,561,0.0,False,False
acc_000612,The Browns,premium,dietary_specific,ios,app_store_search,93,90,75.08,False,False
acc_000613,Nelson Household,premium,dietary_specific,android,app_store_search,75,508,94.25,False,False
acc_000614,The Smiths,family,dietary_specific,android,app_store_search,157,20,128.77,False,False
acc_000615,The Andersons,free,foodie,ios,app_store_search,1,513,0.0,False,False
acc_000616,Taylor Family,premium,family_planning,web,social_media,41,463,80.52,False,False
acc_000617,Lee Family,premium,dietary_specific,ios,app_store_search,170,504,80.55,False,False
acc_000618,Scott-Martin Kitchen,premium,dietary_specific,android,referral,27,126,80.95,False,False
acc_000619,Clark Family,premium,family_planning,ios,referral,63,453,85.24,True,False
acc_000620,The Johnsons,free,budget_cooking,android,influencer,156,528,0.0,False,False
acc_000621,Lewis & Anderson,premium,foodie,ios,app_store_search,134,431,71.7,False,False
acc_000622,Thompson Household,free,dietary_specific,android,app_store_search,46,62,0.0,False,False
acc_000623,Lee-Walker Kitchen,premium,family_planning,ios,referral,24,128,76.32,False,False
acc_000624,Miller Household,free,foodie,ios,referral,33,122,0.0,False,False
acc_000625,Wilson-Green Kitchen,free,foodie,ios,influencer,136,220,0.0,True,False
acc_000626,Nelson-Anderson Kitchen,family,dietary_specific,ios,influencer,17,460,126.34,False,False
acc_000627,The Whites,free,dietary_specific,ios,organic_search,175,520,0.0,False,False
acc_000628,Anderson Household,free,health_fitness,ios,influencer,116,539,0.0,False,False
acc_000629,Young & Smith,free,health_fitness,ios,app_store_search,71,165,0.0,True,False
acc_000630,Wright & Davis,premium,dietary_specific,ios,paid_social,67,576,92.04,False,False
acc_000631,The Halls,free,dietary_specific,ios,paid_social,27,611,0.0,False,False
acc_000632,The Thompsons,premium,health_fitness,ios,social_media,39,418,81.59,False,False
acc_000633,Wilson Family,free,foodie,android,social_media,79,35,0.0,False,False
acc_000634,The Lewiss,free,foodie,android,organic_search,25,631,0.0,False,False
acc_000635,Baker & Wright,premium,family_planning,web,social_media,27,23,77.63,True,False
acc_000636,Jones Household,free,health_fitness,ios,influencer,139,656,0.0,False,False
acc_000637,Carter & Davis,free,family_planning,ios,app_store_search,98,714,0.0,False,False
acc_000638,Robinson & Anderson,free,foodie,ios,paid_social,11,100,0.0,False,False
acc_000639,Garcia Family,free,health_fitness,web,social_media,19,285,0.0,False,False
acc_000640,Thomas Family,premium,budget_cooking,ios,app_store_search,109,605,92.2,True,False
acc_000641,Walker-Harris Kitchen,premium,foodie,ios,paid_social,98,265,78.17,False,False
acc_000642,The Bakers,premium,budget_cooking,ios,app_store_search,0,384,86.03,False,False
acc_000643,Rodriguez Family,free,health_fitness,android,paid_social,62,445,0.0,False,False
acc_000644,The Allens,free,budget_cooking,android,app_store_search,40,622,0.0,False,False
acc_000645,The Greens,premium,family_planning,ios,social_media,120,320,69.41,False,False
acc_000646,Taylor Family,premium,health_fitness,android,social_media,141,479,77.37,True,False
acc_000647,Anderson Family,family,health_fitness,ios,social_media,100,238,125.1,False,False
acc_000648,Williams & Walker,free,budget_cooking,android,app_store_search,26,125,0.0,False,False
acc_000649,Thomas Household,free,health_fitness,web,app_store_search,145,101,0.0,False,True
acc_000650,The Browns,family,budget_cooking,web,social_media,100,336,126.96,False,False
acc_000651,The Daviss,free,budget_cooking,ios,organic_search,74,52,0.0,False,False
acc_000652,Adams Family,premium,health_fitness,web,social_media,166,637,77.51,False,False
acc_000653,Anderson Household,free,dietary_specific,android,paid_social,160,594,0.0,True,False
acc_000654,Carter Family,premium,family_planning,ios,app_store_search,71,83,84.75,False,False
acc_000655,Scott & Nelson,premium,health_fitness,ios,social_media,93,54,67.77,True,False
acc_000656,The Scotts,free,family_planning,ios,organic_search,10,712,0.0,False,True
acc_000657,Brown Family,premium,dietary_specific,ios,organic_search,23,699,83.41,False,False
acc_000658,Garcia-Davis Kitchen,premium,health_fitness,ios,referral,124,632,63.62,False,False
acc_000659,Lee & Harris,free,foodie,ios,paid_social,110,384,0.0,True,False
acc_000660,Baker & Thomas,premium,health_fitness,ios,referral,115,319,75.24,False,False
acc_000661,Baker-Miller Kitchen,free,family_planning,ios,referral,41,719,0.0,False,False
acc_000662,Harris Household,premium,family_planning,web,paid_social,3,338,94.0,False,False
acc_000663,The Whites,family,dietary_specific,android,social_media,148,668,125.95,False,False
acc_000664,Harris-Jackson Kitchen,family,foodie,ios,organic_search,77,30,125.41,False,False
acc_000665,Robinson-Lewis Kitchen,premium,dietary_specific,ios,paid_social,109,483,77.75,False,False
acc_000666,Brown-Martin Kitchen,family,dietary_specific,ios,app_store_search,22,120,130.16,False,False
acc_000667,Harris Family,premium,foodie,android,app_store_search,141,479,95.18,False,False
